balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
1B_00987,EONET_17034:0,EONET_17034,Wildfires,Wildfire in Sudan 1026788,2026-01-03T19:00:00Z,r16_34,16,34,6.3188,27.508,3B,1B,chain_like,0.25
1B_00992,EONET_16943:0,EONET_16943,Wildfires,Wildfire in Central African Republic 1026713,2026-01-03T19:00:00Z,r16_33,16,33,8.6131,22.8142,3B,1B,chain_like,0.25
2A_00147,EONET_16944:0,EONET_16944,Wildfires,"Wildfire in Central African Republic, Sudan 1026714",2026-01-03T19:00:00Z,r16_34,16,34,6.9243,26.0535,3B,2A,wide_shallow,0.15
2A_00292,EONET_17035:0,EONET_17035,Wildfires,Wildfire in Sudan 1026789,2026-01-03T19:00:00Z,r15_34,15,34,5.4373,27.7674,3B,2A,wide_shallow,0.15
2A_00551,EONET_17130:0,EONET_17130,Wildfires,Wildfire in Sudan 1026883,2026-01-03T19:00:00Z,r16_34,16,34,6.069,28.7312,3B,2A,wide_shallow,0.15
2A_00700,EONET_16940:0,EONET_16940,Wildfires,Wildfire in South Africa 1026741,2026-01-03T19:00:00Z,r09_33,9,33,-34.628,19.5177,3B,2A,wide_shallow,0.15
2A_01082,EONET_17360:0,EONET_17360,Wildfires,Wildfire in Sudan 1027054,2026-01-03T19:00:00Z,r15_35,15,35,4.0845,30.8201,3B,2A,wide_shallow,0.15
3A_00346,EONET_17071:0,EONET_17071,Wildfires,Wildfire in Ghana 1026844,2026-01-03T19:00:00Z,r16_29,16,29,8.7172,-1.6858,3B,3A,general,0.15
3A_00838,EONET_16946:0,EONET_16946,Wildfires,Wildfire in South Africa 1026747,2026-01-03T19:00:00Z,r09_33,9,33,-34.6264,19.5079,3B,3A,general,0.15
3A_00940,EONET_17286:0,EONET_17286,Wildfires,Wildfire in Sudan 1027005,2026-01-03T19:00:00Z,r15_35,15,35,4.0949,30.8387,3B,3A,general,0.15
3B_00038,EONET_17286:0,EONET_17286,Wildfires,Wildfire in Sudan 1027005,2026-01-03T19:00:00Z,r15_35,15,35,4.0949,30.8387,3B,3B,general,0.35
3B_00155,EONET_17159:0,EONET_17159,Wildfires,Wildfire in Central African Republic 1026916,2026-01-03T19:00:00Z,r16_33,16,33,7.6449,20.3751,3B,3B,general,0.35
3B_00240,EONET_17159:0,EONET_17159,Wildfires,Wildfire in Central African Republic 1026916,2026-01-03T19:00:00Z,r16_33,16,33,7.6449,20.3751,3B,3B,general,0.35
3B_00521,EONET_16837:0,EONET_16837,Wildfires,Wildfire in Central African Republic 1026614,2026-01-03T19:00:00Z,r16_34,16,34,7.0258,25.1248,3B,3B,general,0.35
3B_00569,EONET_17130:0,EONET_17130,Wildfires,Wildfire in Sudan 1026883,2026-01-03T19:00:00Z,r16_34,16,34,6.069,28.7312,3B,3B,general,0.35
3B_00631,EONET_17360:0,EONET_17360,Wildfires,Wildfire in Sudan 1027054,2026-01-03T19:00:00Z,r15_35,15,35,4.0845,30.8201,3B,3B,general,0.35
3B_00754,EONET_17360:0,EONET_17360,Wildfires,Wildfire in Sudan 1027054,2026-01-03T19:00:00Z,r15_35,15,35,4.0845,30.8201,3B,3B,general,0.35
3B_00772,EONET_16840:0,EONET_16840,Wildfires,Wildfire in Sudan 1026617,2026-01-03T19:00:00Z,r16_35,16,35,6.6485,33.4128,3B,3B,general,0.35
3B_00840,EONET_16946:0,EONET_16946,Wildfires,Wildfire in South Africa 1026747,2026-01-03T19:00:00Z,r09_33,9,33,-34.6264,19.5079,3B,3B,general,0.35
3B_00908,EONET_17031:0,EONET_17031,Wildfires,Wildfire in Sudan 1026785,2026-01-03T19:00:00Z,r16_35,16,35,6.6635,33.7229,3B,3B,general,0.35
3B_00941,EONET_17286:0,EONET_17286,Wildfires,Wildfire in Sudan 1027005,2026-01-03T19:00:00Z,r15_35,15,35,4.0949,30.8387,3B,3B,general,0.35
3B_00987,EONET_17068:0,EONET_17068,Wildfires,Wildfire in Sudan 1026832,2026-01-03T19:00:00Z,r15_34,15,34,5.5146,27.9218,3B,3B,general,0.35
2B_00060,EONET_16821:0,EONET_16821,Floods,Flood in Bosnia &amp; Herzegovina 1103698,2026-01-03T20:00:00Z,r22_32,22,32,43.3525,17.7784,2B,2B,wide_shallow,0.4
2B_00252,EONET_16821:0,EONET_16821,Floods,Flood in Bosnia &amp; Herzegovina 1103698,2026-01-03T20:00:00Z,r22_32,22,32,43.3525,17.7784,2B,2B,wide_shallow,0.4
2B_00364,EONET_16822:0,EONET_16822,Floods,Flood in Dominican Republic 1103699,2026-01-03T20:00:00Z,r18_18,18,18,19.7666,-70.5126,2B,2B,wide_shallow,0.4
2B_00909,EONET_16821:0,EONET_16821,Floods,Flood in Bosnia &amp; Herzegovina 1103698,2026-01-03T20:00:00Z,r22_32,22,32,43.3525,17.7784,2B,2B,wide_shallow,0.4
2A_00939,EONET_16483:69,EONET_16483,Severe Storms,Tropical Cyclone Grant,2026-01-04T06:00:00Z,r12_40,12,40,-15.4,61.4,3B,2A,wide_shallow,0.25
3B_00369,EONET_16483:69,EONET_16483,Severe Storms,Tropical Cyclone Grant,2026-01-04T06:00:00Z,r12_40,12,40,-15.4,61.4,3B,3B,general,0.35
3B_00971,EONET_16483:69,EONET_16483,Severe Storms,Tropical Cyclone Grant,2026-01-04T06:00:00Z,r12_40,12,40,-15.4,61.4,3B,3B,general,0.35
1A_00113,EONET_16938:0,EONET_16938,Wildfires,Wildfire in Central African Republic 1026709,2026-01-04T19:00:00Z,r16_33,16,33,7.3023,23.8,3B,1A,chain_like,0.1
1A_00660,EONET_16935:0,EONET_16935,Wildfires,Wildfire in Burkina Faso 1026745,2026-01-04T19:00:00Z,r17_29,17,29,13.7505,-2.3653,3B,1A,chain_like,0.1
1A_00767,EONET_17128:0,EONET_17128,Wildfires,Wildfire in Sudan 1026882,2026-01-04T19:00:00Z,r16_35,16,35,6.2467,34.2274,3B,1A,chain_like,0.1
1B_00022,EONET_17128:0,EONET_17128,Wildfires,Wildfire in Sudan 1026882,2026-01-04T19:00:00Z,r16_35,16,35,6.2467,34.2274,3B,1B,chain_like,0.25
1B_00129,EONET_17064:0,EONET_17064,Wildfires,Wildfire in Central African Republic 1026829,2026-01-04T19:00:00Z,r16_34,16,34,6.5329,24.7506,3B,1B,chain_like,0.25
1B_00339,EONET_16934:0,EONET_16934,Wildfires,Wildfire in Central African Republic 1026731,2026-01-04T19:00:00Z,r16_32,16,32,7.5447,17.6073,3B,1B,chain_like,0.25
1B_00396,EONET_16989:0,EONET_16989,Wildfires,Wildfire in Sudan 1026754,2026-01-04T19:00:00Z,r16_35,16,35,6.2483,33.8319,3B,1B,chain_like,0.25
1B_00418,EONET_17128:0,EONET_17128,Wildfires,Wildfire in Sudan 1026882,2026-01-04T19:00:00Z,r16_35,16,35,6.2467,34.2274,3B,1B,chain_like,0.25
1B_00876,EONET_16828:0,EONET_16828,Wildfires,Wildfire in Sudan 1026610,2026-01-04T19:00:00Z,r16_35,16,35,6.5122,32.1516,3B,1B,chain_like,0.25
1B_01089,EONET_16834:0,EONET_16834,Wildfires,Wildfire in Argentina 1026609,2026-01-04T19:00:00Z,r07_18,7,18,-42.1583,-71.4991,3B,1B,chain_like,0.25
2A_00004,EONET_17066:0,EONET_17066,Wildfires,Wildfire in Ghana 1026848,2026-01-04T19:00:00Z,r16_29,16,29,10.8736,-1.7202,3B,2A,wide_shallow,0.15
3A_00239,EONET_16988:0,EONET_16988,Wildfires,Wildfire in Central African Republic 1026766,2026-01-04T19:00:00Z,r16_33,16,33,8.5549,21.924,3B,3A,general,0.15
3A_00583,EONET_16833:0,EONET_16833,Wildfires,Wildfire in Australia 1026608,2026-01-04T19:00:00Z,r11_50,11,50,-20.6925,121.6007,3B,3A,general,0.15
3A_00600,EONET_16933:0,EONET_16933,Wildfires,Wildfire in Sudan 1026710,2026-01-04T19:00:00Z,r16_35,16,35,6.1703,30.7572,3B,3A,general,0.15
3B_00336,EONET_17129:0,EONET_17129,Wildfires,Wildfire in Central African Republic 1026881,2026-01-04T19:00:00Z,r16_33,16,33,7.7137,20.697,3B,3B,general,0.35
3B_00451,EONET_16830:0,EONET_16830,Wildfires,Wildfire in Central African Republic 1026702,2026-01-04T19:00:00Z,r16_34,16,34,6.5581,25.9828,3B,3B,general,0.35
3B_00529,EONET_17028:0,EONET_17028,Wildfires,Wildfire in Australia 1026823,2026-01-04T19:00:00Z,r11_50,11,50,-20.3037,121.0449,3B,3B,general,0.35
3B_00981,EONET_16832:0,EONET_16832,Wildfires,Wildfire in Sudan 1026606,2026-01-04T19:00:00Z,r15_34,15,34,5.5664,29.2276,3B,3B,general,0.35
3B_01048,EONET_16831:0,EONET_16831,Wildfires,Wildfire in Sudan 1026697,2026-01-04T19:00:00Z,r15_34,15,34,5.8425,28.695,3B,3B,general,0.35
2B_00644,EONET_16820:0,EONET_16820,Floods,Flood in Montenegro 1103697,2026-01-04T20:00:00Z,r22_33,22,33,42.3896,18.9246,2B,2B,wide_shallow,0.4
1A_00965,EONET_16818:1,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T00:00:00Z,r13_46,13,46,-11.0,97.4,3B,1A,chain_like,0.1
2B_00679,EONET_16818:1,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T00:00:00Z,r13_46,13,46,-11.0,97.4,3B,2B,wide_shallow,0.2
3B_00352,EONET_16818:2,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T06:00:00Z,r12_46,12,46,-12.3,97.1,3B,3B,general,0.35
2B_00515,EONET_16818:3,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T12:00:00Z,r12_46,12,46,-13.3,96.7,3B,2B,wide_shallow,0.2
3B_00763,EONET_16818:3,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T12:00:00Z,r12_46,12,46,-13.3,96.7,3B,3B,general,0.35
1B_00061,EONET_17584:0,EONET_17584,Wildfires,"South Pen Rx Piles - East Prescribed Fire, Wasco, Oregon",2026-01-05T17:03:00Z,r22_09,22,9,45.2951,-121.3481,3B,1B,chain_like,0.25
1A_00946,EONET_16818:4,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T18:00:00Z,r12_46,12,46,-14.2,96.2,3B,1A,chain_like,0.1
2B_00083,EONET_16818:4,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T18:00:00Z,r12_46,12,46,-14.2,96.2,3B,2B,wide_shallow,0.2
2B_00874,EONET_16818:4,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-05T18:00:00Z,r12_46,12,46,-14.2,96.2,3B,2B,wide_shallow,0.2
1A_00487,EONET_16825:0,EONET_16825,Wildfires,Wildfire in Sudan 1026604,2026-01-05T19:00:00Z,r16_35,16,35,6.7024,31.8648,3B,1A,chain_like,0.1
1A_00544,EONET_17127:0,EONET_17127,Wildfires,Wildfire in Sudan 1026879,2026-01-05T19:00:00Z,r16_35,16,35,8.7936,32.3672,3B,1A,chain_like,0.1
1A_00808,EONET_16985:0,EONET_16985,Wildfires,Wildfire in Chad 1026779,2026-01-05T19:00:00Z,r16_32,16,32,11.0104,16.5104,3B,1A,chain_like,0.1
1A_00850,EONET_16985:0,EONET_16985,Wildfires,Wildfire in Chad 1026779,2026-01-05T19:00:00Z,r16_32,16,32,11.0104,16.5104,3B,1A,chain_like,0.1
1B_00560,EONET_16826:0,EONET_16826,Wildfires,Wildfire in Sudan 1026605,2026-01-05T19:00:00Z,r16_35,16,35,9.5898,31.2021,3B,1B,chain_like,0.25
1B_00799,EONET_16824:0,EONET_16824,Wildfires,Wildfire in Argentina 1026701,2026-01-05T19:00:00Z,r07_18,7,18,-42.6854,-71.7077,3B,1B,chain_like,0.25
1B_00893,EONET_17026:0,EONET_17026,Wildfires,Wildfire in Central African Republic 1026782,2026-01-05T19:00:00Z,r16_34,16,34,8.037,24.7083,3B,1B,chain_like,0.25
1B_00941,EONET_16985:0,EONET_16985,Wildfires,Wildfire in Chad 1026779,2026-01-05T19:00:00Z,r16_32,16,32,11.0104,16.5104,3B,1B,chain_like,0.25
1B_00984,EONET_17063:0,EONET_17063,Wildfires,Wildfire in Central African Republic 1026828,2026-01-05T19:00:00Z,r16_33,16,33,7.7713,20.0842,3B,1B,chain_like,0.25
1B_00985,EONET_17027:0,EONET_17027,Wildfires,Wildfire in Sudan 1026783,2026-01-05T19:00:00Z,r16_34,16,34,6.6103,26.5504,3B,1B,chain_like,0.25
1B_01009,EONET_16932:0,EONET_16932,Wildfires,Wildfire in Sudan 1026707,2026-01-05T19:00:00Z,r16_35,16,35,6.5297,31.9749,3B,1B,chain_like,0.25
2A_00015,EONET_17157:0,EONET_17157,Wildfires,Wildfire in Central African Republic 1026914,2026-01-05T19:00:00Z,r16_34,16,34,6.0078,24.9462,3B,2A,wide_shallow,0.15
2A_00248,EONET_17026:0,EONET_17026,Wildfires,Wildfire in Central African Republic 1026782,2026-01-05T19:00:00Z,r16_34,16,34,8.037,24.7083,3B,2A,wide_shallow,0.15
2A_00600,EONET_16985:0,EONET_16985,Wildfires,Wildfire in Chad 1026779,2026-01-05T19:00:00Z,r16_32,16,32,11.0104,16.5104,3B,2A,wide_shallow,0.15
2A_00762,EONET_17127:0,EONET_17127,Wildfires,Wildfire in Sudan 1026879,2026-01-05T19:00:00Z,r16_35,16,35,8.7936,32.3672,3B,2A,wide_shallow,0.15
2A_01030,EONET_17063:0,EONET_17063,Wildfires,Wildfire in Central African Republic 1026828,2026-01-05T19:00:00Z,r16_33,16,33,7.7713,20.0842,3B,2A,wide_shallow,0.15
2A_01106,EONET_16932:0,EONET_16932,Wildfires,Wildfire in Sudan 1026707,2026-01-05T19:00:00Z,r16_35,16,35,6.5297,31.9749,3B,2A,wide_shallow,0.15
3A_00126,EONET_16931:0,EONET_16931,Wildfires,Wildfire in Sudan 1026744,2026-01-05T19:00:00Z,r16_34,16,34,10.635,27.2841,3B,3A,general,0.15
3A_00648,EONET_17359:0,EONET_17359,Wildfires,Wildfire in The Democratic Republic of Congo 1027053,2026-01-05T19:00:00Z,r15_34,15,34,3.8764,29.942,3B,3A,general,0.15
3B_00472,EONET_17026:0,EONET_17026,Wildfires,Wildfire in Central African Republic 1026782,2026-01-05T19:00:00Z,r16_34,16,34,8.037,24.7083,3B,3B,general,0.35
3B_00629,EONET_16826:0,EONET_16826,Wildfires,Wildfire in Sudan 1026605,2026-01-05T19:00:00Z,r16_35,16,35,9.5898,31.2021,3B,3B,general,0.35
2B_00397,EONET_16819:0,EONET_16819,Floods,Flood in Kosovo 1103700,2026-01-05T20:00:00Z,r22_33,22,33,42.3799,20.4316,2B,2B,wide_shallow,0.4
2B_00566,EONET_16979:0,EONET_16979,Floods,Flood in The Republic of North Macedonia 1103704,2026-01-05T20:00:00Z,r21_33,21,33,41.5089,20.9585,2B,2B,wide_shallow,0.4
3B_00081,EONET_16818:5,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T00:00:00Z,r12_45,12,45,-15.2,95.5,3B,3B,general,0.35
3B_00492,EONET_16818:5,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T00:00:00Z,r12_45,12,45,-15.2,95.5,3B,3B,general,0.35
2A_00173,EONET_16818:6,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T06:00:00Z,r12_45,12,45,-15.7,94.8,3B,2A,wide_shallow,0.25
2A_00737,EONET_16818:6,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T06:00:00Z,r12_45,12,45,-15.7,94.8,3B,2A,wide_shallow,0.25
1A_00668,EONET_16818:7,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T12:00:00Z,r12_45,12,45,-16.3,94.2,3B,1A,chain_like,0.1
2B_00215,EONET_16818:7,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T12:00:00Z,r12_45,12,45,-16.3,94.2,3B,2B,wide_shallow,0.2
2B_00836,EONET_16818:7,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T12:00:00Z,r12_45,12,45,-16.3,94.2,3B,2B,wide_shallow,0.2
2B_00859,EONET_16818:7,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T12:00:00Z,r12_45,12,45,-16.3,94.2,3B,2B,wide_shallow,0.2
2B_01040,EONET_16818:7,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T12:00:00Z,r12_45,12,45,-16.3,94.2,3B,2B,wide_shallow,0.2
2B_00367,EONET_16818:8,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-06T18:00:00Z,r12_45,12,45,-16.7,93.6,3B,2B,wide_shallow,0.2
1A_00632,EONET_17121:0,EONET_17121,Wildfires,Wildfire in Nigeria 1026876,2026-01-06T19:00:00Z,r16_31,16,31,7.3964,10.4239,3B,1A,chain_like,0.1
1B_00627,EONET_17201:0,EONET_17201,Wildfires,Wildfire in Cote d&#039;Ivoire 1026944,2026-01-06T19:00:00Z,r16_28,16,28,8.0702,-7.3336,3B,1B,chain_like,0.25
1B_00682,EONET_17062:0,EONET_17062,Wildfires,Wildfire in Ghana 1026847,2026-01-06T19:00:00Z,r16_29,16,29,10.6378,-1.9021,3B,1B,chain_like,0.25
1B_00929,EONET_17200:0,EONET_17200,Wildfires,Wildfire in Central African Republic 1026937,2026-01-06T19:00:00Z,r16_33,16,33,8.1534,23.0875,3B,1B,chain_like,0.25
2A_00217,EONET_16930:0,EONET_16930,Wildfires,Wildfire in Australia 1026743,2026-01-06T19:00:00Z,r08_54,8,54,-36.9323,145.4493,3B,2A,wide_shallow,0.15
2A_00976,EONET_17203:0,EONET_17203,Wildfires,Wildfire in Central African Republic 1026951,2026-01-06T19:00:00Z,r16_33,16,33,8.0357,23.2715,3B,2A,wide_shallow,0.15
2A_01014,EONET_17200:0,EONET_17200,Wildfires,Wildfire in Central African Republic 1026937,2026-01-06T19:00:00Z,r16_33,16,33,8.1534,23.0875,3B,2A,wide_shallow,0.15
3A_00603,EONET_17156:0,EONET_17156,Wildfires,"Wildfire in Sudan, Ethiopia 1026913",2026-01-06T19:00:00Z,r16_35,16,35,6.0414,34.9416,3B,3A,general,0.15
3A_00833,EONET_17120:0,EONET_17120,Wildfires,Wildfire in South Africa 1026877,2026-01-06T19:00:00Z,r09_33,9,33,-34.0187,19.6544,3B,3A,general,0.15
3A_01075,EONET_17285:0,EONET_17285,Wildfires,Wildfire in Central African Republic 1027004,2026-01-06T19:00:00Z,r16_33,16,33,7.7397,19.7427,3B,3A,general,0.15
3B_00211,EONET_17119:0,EONET_17119,Wildfires,Wildfire in Sudan 1026875,2026-01-06T19:00:00Z,r15_35,15,35,4.4377,30.76,3B,3B,general,0.35
3B_00616,EONET_17203:0,EONET_17203,Wildfires,Wildfire in Central African Republic 1026951,2026-01-06T19:00:00Z,r16_33,16,33,8.0357,23.2715,3B,3B,general,0.35
3B_00802,EONET_16930:0,EONET_16930,Wildfires,Wildfire in Australia 1026743,2026-01-06T19:00:00Z,r08_54,8,54,-36.9323,145.4493,3B,3B,general,0.35
3B_00812,EONET_17092:0,EONET_17092,Wildfires,Wildfire in Sudan 1026864,2026-01-06T19:00:00Z,r16_34,16,34,6.6333,26.6625,3B,3B,general,0.35
2B_00131,EONET_16977:0,EONET_16977,Floods,Flood in Bulgaria 1103703,2026-01-06T20:00:00Z,r21_34,21,34,41.3753,25.4919,2B,2B,wide_shallow,0.4
2B_00421,EONET_16977:0,EONET_16977,Floods,Flood in Bulgaria 1103703,2026-01-06T20:00:00Z,r21_34,21,34,41.3753,25.4919,2B,2B,wide_shallow,0.4
2B_00587,EONET_16977:0,EONET_16977,Floods,Flood in Bulgaria 1103703,2026-01-06T20:00:00Z,r21_34,21,34,41.3753,25.4919,2B,2B,wide_shallow,0.4
1B_00378,EONET_17165:0,EONET_17165,Volcanoes,"Mayon Volcano, Philippines",2026-01-07T00:00:00Z,r17_50,17,50,13.257,123.685,1A,1B,chain_like,0.15
3B_00301,EONET_16818:9,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-07T00:00:00Z,r12_45,12,45,-17.4,93.0,3B,3B,general,0.35
2B_00714,EONET_16818:12,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-07T18:00:00Z,r11_45,11,45,-18.6,91.2,3B,2B,wide_shallow,0.2
3A_00759,EONET_16818:12,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-07T18:00:00Z,r11_45,11,45,-18.6,91.2,3B,3A,general,0.1
1A_00023,EONET_17155:0,EONET_17155,Wildfires,"Wildfire in Sudan, The Democratic Republic of Congo 1026912",2026-01-07T19:00:00Z,r15_35,15,35,4.0947,30.1916,3B,1A,chain_like,0.1
1A_00073,EONET_17155:0,EONET_17155,Wildfires,"Wildfire in Sudan, The Democratic Republic of Congo 1026912",2026-01-07T19:00:00Z,r15_35,15,35,4.0947,30.1916,3B,1A,chain_like,0.1
1A_00404,EONET_17021:0,EONET_17021,Wildfires,Wildfire in Australia 1026797,2026-01-07T19:00:00Z,r08_54,8,54,-37.3166,146.9803,3B,1A,chain_like,0.1
1A_00720,EONET_17193:0,EONET_17193,Wildfires,Wildfire in Central African Republic 1026956,2026-01-07T19:00:00Z,r16_33,16,33,8.9672,23.3299,3B,1A,chain_like,0.1
1A_00783,EONET_17193:0,EONET_17193,Wildfires,Wildfire in Central African Republic 1026956,2026-01-07T19:00:00Z,r16_33,16,33,8.9672,23.3299,3B,1A,chain_like,0.1
1A_01054,EONET_17155:0,EONET_17155,Wildfires,"Wildfire in Sudan, The Democratic Republic of Congo 1026912",2026-01-07T19:00:00Z,r15_35,15,35,4.0947,30.1916,3B,1A,chain_like,0.1
1B_00080,EONET_17154:0,EONET_17154,Wildfires,Wildfire in Central African Republic 1026911,2026-01-07T19:00:00Z,r16_33,16,33,8.0142,19.7021,3B,1B,chain_like,0.25
1B_00228,EONET_17056:0,EONET_17056,Wildfires,Wildfire in Sudan 1026825,2026-01-07T19:00:00Z,r16_35,16,35,7.9694,32.4983,3B,1B,chain_like,0.25
1B_00302,EONET_17019:0,EONET_17019,Wildfires,Wildfire in Sudan 1026816,2026-01-07T19:00:00Z,r16_34,16,34,6.6137,26.6724,3B,1B,chain_like,0.25
1B_00309,EONET_17258:0,EONET_17258,Wildfires,Wildfire in Nigeria 1026988,2026-01-07T19:00:00Z,r16_31,16,31,8.1072,6.3143,3B,1B,chain_like,0.25
1B_00574,EONET_16980:0,EONET_16980,Wildfires,Wildfire in Australia 1026780,2026-01-07T19:00:00Z,r09_53,9,53,-35.3759,141.7515,3B,1B,chain_like,0.25
1B_00707,EONET_17198:0,EONET_17198,Wildfires,Wildfire in Sudan 1026934,2026-01-07T19:00:00Z,r16_35,16,35,6.3285,34.3603,3B,1B,chain_like,0.25
2A_00090,EONET_17019:0,EONET_17019,Wildfires,Wildfire in Sudan 1026816,2026-01-07T19:00:00Z,r16_34,16,34,6.6137,26.6724,3B,2A,wide_shallow,0.15
2A_00220,EONET_17019:0,EONET_17019,Wildfires,Wildfire in Sudan 1026816,2026-01-07T19:00:00Z,r16_34,16,34,6.6137,26.6724,3B,2A,wide_shallow,0.15
2A_00238,EONET_17013:0,EONET_17013,Wildfires,Wildfire in Sudan 1026795,2026-01-07T19:00:00Z,r15_35,15,35,5.8743,33.3471,3B,2A,wide_shallow,0.15
2A_00566,EONET_17194:0,EONET_17194,Wildfires,Wildfire in Nigeria 1026943,2026-01-07T19:00:00Z,r16_31,16,31,7.1313,10.1495,3B,2A,wide_shallow,0.15
2A_00727,EONET_17118:0,EONET_17118,Wildfires,Wildfire in Sudan 1026874,2026-01-07T19:00:00Z,r16_35,16,35,6.4222,33.3955,3B,2A,wide_shallow,0.15
3A_00089,EONET_17155:0,EONET_17155,Wildfires,"Wildfire in Sudan, The Democratic Republic of Congo 1026912",2026-01-07T19:00:00Z,r15_35,15,35,4.0947,30.1916,3B,3A,general,0.15
3A_00300,EONET_17017:0,EONET_17017,Wildfires,Wildfire in Australia 1026814,2026-01-07T19:00:00Z,r11_53,11,53,-22.3054,139.2287,3B,3A,general,0.15
3A_00496,EONET_17091:0,EONET_17091,Wildfires,Wildfire in Ghana 1026870,2026-01-07T19:00:00Z,r16_29,16,29,7.3439,-0.2222,3B,3A,general,0.15
3B_00096,EONET_17154:0,EONET_17154,Wildfires,Wildfire in Central African Republic 1026911,2026-01-07T19:00:00Z,r16_33,16,33,8.0142,19.7021,3B,3B,general,0.35
3B_00159,EONET_17057:0,EONET_17057,Wildfires,Wildfire in Australia 1026850,2026-01-07T19:00:00Z,r09_54,9,54,-32.1876,146.0957,3B,3B,general,0.35
3B_00286,EONET_17089:0,EONET_17089,Wildfires,Wildfire in Sudan 1026852,2026-01-07T19:00:00Z,r16_34,16,34,6.6161,26.6688,3B,3B,general,0.35
3B_00429,EONET_17154:0,EONET_17154,Wildfires,Wildfire in Central African Republic 1026911,2026-01-07T19:00:00Z,r16_33,16,33,8.0142,19.7021,3B,3B,general,0.35
3B_00537,EONET_16980:0,EONET_16980,Wildfires,Wildfire in Australia 1026780,2026-01-07T19:00:00Z,r09_53,9,53,-35.3759,141.7515,3B,3B,general,0.35
1A_00294,EONET_17163:0,EONET_17163,Volcanoes,"Ambrym Volcano, Vanuatu",2026-01-08T00:00:00Z,r12_58,12,58,-16.25,168.12,1A,1A,chain_like,0.55
3A_01054,EONET_17163:0,EONET_17163,Volcanoes,"Ambrym Volcano, Vanuatu",2026-01-08T00:00:00Z,r12_58,12,58,-16.25,168.12,1A,3A,general,0.3
3A_00369,EONET_16976:0,EONET_16976,Wildfires,"APQ Rec Area 10 Rx 0108 Prescribed Fire, Highlands, Florida",2026-01-08T09:16:00Z,r19_16,19,16,27.6235,-81.1794,3B,3A,general,0.15
1A_00004,EONET_16818:15,EONET_16818,Severe Storms,Tropical Cyclone Jenna,2026-01-08T12:00:00Z,r12_44,12,44,-18.0,89.6,3B,1A,chain_like,0.1
1A_00201,EONET_17192:0,EONET_17192,Wildfires,"Wildfire in Burkina Faso, Cote d&#039;Ivoire 1026950",2026-01-08T19:00:00Z,r16_29,16,29,9.7196,-4.3073,3B,1A,chain_like,0.1
1A_00829,EONET_17055:0,EONET_17055,Wildfires,Wildfire in Australia 1026849,2026-01-08T19:00:00Z,r09_53,9,53,-35.5408,142.1261,3B,1A,chain_like,0.1
1A_01098,EONET_17283:0,EONET_17283,Wildfires,Wildfire in Central African Republic 1027003,2026-01-08T19:00:00Z,r16_33,16,33,7.8436,23.7702,3B,1A,chain_like,0.1
1B_00151,EONET_17052:0,EONET_17052,Wildfires,Wildfire in Sudan 1026824,2026-01-08T19:00:00Z,r16_34,16,34,7.2815,29.9789,3B,1B,chain_like,0.25
1B_00381,EONET_17219:0,EONET_17219,Wildfires,Wildfire in Central African Republic 1026966,2026-01-08T19:00:00Z,r16_34,16,34,7.7264,24.3479,3B,1B,chain_like,0.25
1B_00650,EONET_17192:0,EONET_17192,Wildfires,"Wildfire in Burkina Faso, Cote d&#039;Ivoire 1026950",2026-01-08T19:00:00Z,r16_29,16,29,9.7196,-4.3073,3B,1B,chain_like,0.25
1B_00829,EONET_17053:0,EONET_17053,Wildfires,Wildfire in Senegal 1026839,2026-01-08T19:00:00Z,r17_27,17,27,13.0752,-13.2343,3B,1B,chain_like,0.25
2A_00089,EONET_17191:0,EONET_17191,Wildfires,Wildfire in Central African Republic 1026932,2026-01-08T19:00:00Z,r16_34,16,34,7.8735,24.7818,3B,2A,wide_shallow,0.15
