balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
3B_00236,EONET_18667:0,EONET_18667,Wildfires,"SHNF C-45 RX Prescribed Fire, Walker, Texas",2026-03-14T09:45:00Z,r20_14,20,14,30.5626,-95.6063,3B,3B,general,0.35
3A_00972,EONET_18673:0,EONET_18673,Wildfires,"DCNF Comp. 32 RX Prescribed Fire, Houston, Texas",2026-03-14T09:50:00Z,r20_14,20,14,31.3999,-95.1447,3B,3A,general,0.15
1B_00734,EONET_18656:0,EONET_18656,Wildfires,"FIVE Wildfire, Osage, Oklahoma",2026-03-14T10:05:00Z,r21_13,21,13,36.5892,-96.1219,3B,1B,chain_like,0.25
1A_00562,EONET_18655:0,EONET_18655,Wildfires,"BOY SCOUT Wildfire, Osage, Oklahoma",2026-03-14T16:10:00Z,r21_13,21,13,36.7257,-96.1663,3B,1A,chain_like,0.1
2A_00624,EONET_18655:0,EONET_18655,Wildfires,"BOY SCOUT Wildfire, Osage, Oklahoma",2026-03-14T16:10:00Z,r21_13,21,13,36.7257,-96.1663,3B,2A,wide_shallow,0.15
1A_00239,EONET_18900:0,EONET_18900,Wildfires,Wildfire in Venezuela 1027887,2026-03-14T19:00:00Z,r16_18,16,18,6.7958,-66.5201,3B,1A,chain_like,0.1
1B_00631,EONET_18901:0,EONET_18901,Wildfires,Wildfire in Venezuela 1027867,2026-03-14T19:00:00Z,r16_18,16,18,7.5472,-68.6157,3B,1B,chain_like,0.25
1B_00773,EONET_18718:0,EONET_18718,Wildfires,Wildfire in India 1027842,2026-03-14T19:00:00Z,r18_45,18,45,23.0027,92.59,3B,1B,chain_like,0.25
2A_00809,EONET_18902:0,EONET_18902,Wildfires,Wildfire in Myanmar 1027868,2026-03-14T19:00:00Z,r17_46,17,46,16.0586,98.2252,3B,2A,wide_shallow,0.15
3B_00134,EONET_18724:0,EONET_18724,Wildfires,Wildfire in Myanmar 1027843,2026-03-14T19:00:00Z,r18_46,18,46,18.8318,97.5494,3B,3B,general,0.35
3B_00225,EONET_18745:0,EONET_18745,Wildfires,Wildfire in Myanmar 1027859,2026-03-14T19:00:00Z,r17_46,17,46,16.2342,98.315,3B,3B,general,0.35
3B_00479,EONET_18970:0,EONET_18970,Wildfires,Wildfire in Myanmar 1027938,2026-03-14T19:00:00Z,r17_46,17,46,17.9762,96.0044,3B,3B,general,0.35
3B_00786,EONET_18902:0,EONET_18902,Wildfires,Wildfire in Myanmar 1027868,2026-03-14T19:00:00Z,r17_46,17,46,16.0586,98.2252,3B,3B,general,0.35
3B_01022,EONET_18728:0,EONET_18728,Wildfires,Wildfire in Myanmar 1027846,2026-03-14T19:00:00Z,r18_46,18,46,22.603,97.7748,3B,3B,general,0.35
1B_00028,EONET_18708:0,EONET_18708,Floods,Flood in Syria 1103800,2026-03-14T20:00:00Z,r20_36,20,36,35.9497,39.0089,2B,1B,chain_like,0.15
2B_00158,EONET_18699:0,EONET_18699,Floods,Flood in Chile 1103799,2026-03-14T20:00:00Z,r08_18,8,18,-37.33,-71.6792,2B,2B,wide_shallow,0.4
2B_00282,EONET_18708:0,EONET_18708,Floods,Flood in Syria 1103800,2026-03-14T20:00:00Z,r20_36,20,36,35.9497,39.0089,2B,2B,wide_shallow,0.4
2B_00779,EONET_18709:0,EONET_18709,Floods,Flood in Türkiye 1103801,2026-03-14T20:00:00Z,r21_37,21,37,37.4467,42.8514,2B,2B,wide_shallow,0.4
2B_00935,EONET_18708:0,EONET_18708,Floods,Flood in Syria 1103800,2026-03-14T20:00:00Z,r20_36,20,36,35.9497,39.0089,2B,2B,wide_shallow,0.4
2B_01004,EONET_18708:0,EONET_18708,Floods,Flood in Syria 1103800,2026-03-14T20:00:00Z,r20_36,20,36,35.9497,39.0089,2B,2B,wide_shallow,0.4
3B_00777,EONET_18722:0,EONET_18722,Floods,Flood in Namibia 1103804,2026-03-14T20:00:00Z,r12_34,12,34,-17.6913,24.1377,2B,3B,general,0.3
1B_00825,EONET_18650:0,EONET_18650,Wildfires,"Quail AB Rx Prescribed Fire, Clay, Alabama",2026-03-15T08:17:00Z,r20_15,20,15,33.2113,-86.1058,3B,1B,chain_like,0.25
3A_00452,EONET_18650:0,EONET_18650,Wildfires,"Quail AB Rx Prescribed Fire, Clay, Alabama",2026-03-15T08:17:00Z,r20_15,20,15,33.2113,-86.1058,3B,3A,general,0.15
1A_00110,EONET_18645:0,EONET_18645,Wildfires,"Moreau River Wildfire, Dewey, South Dakota",2026-03-15T11:52:00Z,r22_13,22,13,45.1172,-101.2283,3B,1A,chain_like,0.1
3A_00824,EONET_18645:0,EONET_18645,Wildfires,"Moreau River Wildfire, Dewey, South Dakota",2026-03-15T11:52:00Z,r22_13,22,13,45.1172,-101.2283,3B,3A,general,0.15
1A_00686,EONET_18646:0,EONET_18646,Wildfires,"Range 121 Wildfire, El Paso, Colorado",2026-03-15T12:11:00Z,r21_12,21,12,38.5407,-104.7264,3B,1A,chain_like,0.1
2A_00222,EONET_18646:0,EONET_18646,Wildfires,"Range 121 Wildfire, El Paso, Colorado",2026-03-15T12:11:00Z,r21_12,21,12,38.5407,-104.7264,3B,2A,wide_shallow,0.15
3A_00316,EONET_18646:0,EONET_18646,Wildfires,"Range 121 Wildfire, El Paso, Colorado",2026-03-15T12:11:00Z,r21_12,21,12,38.5407,-104.7264,3B,3A,general,0.15
1A_00390,EONET_18912:0,EONET_18912,Wildfires,Wildfire in Laos 1027898,2026-03-15T19:00:00Z,r18_47,18,47,19.821,102.9874,3B,1A,chain_like,0.1
1A_00546,EONET_19141:0,EONET_19141,Wildfires,Wildfire in Laos 1028070,2026-03-15T19:00:00Z,r18_47,18,47,19.807,103.4264,3B,1A,chain_like,0.1
1B_00127,EONET_18897:0,EONET_18897,Wildfires,Wildfire in Venezuela 1027866,2026-03-15T19:00:00Z,r16_18,16,18,6.7364,-68.0046,3B,1B,chain_like,0.25
1B_00176,EONET_18744:0,EONET_18744,Wildfires,Wildfire in Myanmar 1027858,2026-03-15T19:00:00Z,r18_46,18,46,20.1346,97.9244,3B,1B,chain_like,0.25
1B_00317,EONET_18969:0,EONET_18969,Wildfires,Wildfire in Laos 1027953,2026-03-15T19:00:00Z,r18_47,18,47,19.8086,103.4658,3B,1B,chain_like,0.25
1B_00357,EONET_18715:0,EONET_18715,Wildfires,Wildfire in Venezuela 1027838,2026-03-15T19:00:00Z,r16_18,16,18,7.1152,-69.5149,3B,1B,chain_like,0.25
2A_00635,EONET_18898:0,EONET_18898,Wildfires,Wildfire in Myanmar 1027885,2026-03-15T19:00:00Z,r18_46,18,46,19.9743,97.1835,3B,2A,wide_shallow,0.15
3A_00212,EONET_18711:0,EONET_18711,Wildfires,Wildfire in Mauritania 1027835,2026-03-15T19:00:00Z,r17_27,17,27,15.6177,-13.0078,3B,3A,general,0.15
3A_00246,EONET_18912:0,EONET_18912,Wildfires,Wildfire in Laos 1027898,2026-03-15T19:00:00Z,r18_47,18,47,19.821,102.9874,3B,3A,general,0.15
3A_00806,EONET_18969:0,EONET_18969,Wildfires,Wildfire in Laos 1027953,2026-03-15T19:00:00Z,r18_47,18,47,19.8086,103.4658,3B,3A,general,0.15
3A_00892,EONET_18911:0,EONET_18911,Wildfires,Wildfire in Myanmar 1027897,2026-03-15T19:00:00Z,r18_46,18,46,20.0677,97.6668,3B,3A,general,0.15
3B_00046,EONET_18968:0,EONET_18968,Wildfires,Wildfire in Myanmar 1027952,2026-03-15T19:00:00Z,r18_46,18,46,19.4362,97.5373,3B,3B,general,0.35
3B_00150,EONET_18897:0,EONET_18897,Wildfires,Wildfire in Venezuela 1027866,2026-03-15T19:00:00Z,r16_18,16,18,6.7364,-68.0046,3B,3B,general,0.35
3A_00828,EONET_18649:0,EONET_18649,Wildfires,"Neon Beige Wildfire, Oldham, Texas",2026-03-15T20:40:00Z,r20_12,20,12,35.4624,-102.2494,3B,3A,general,0.15
2A_00398,EONET_18653:0,EONET_18653,Wildfires,"Salt Fork Wildfire, Jackson, Oklahoma",2026-03-15T21:51:00Z,r20_13,20,13,34.7436,-99.4272,3B,2A,wide_shallow,0.15
3A_01028,EONET_18653:0,EONET_18653,Wildfires,"Salt Fork Wildfire, Jackson, Oklahoma",2026-03-15T21:51:00Z,r20_13,20,13,34.7436,-99.4272,3B,3A,general,0.15
3A_00028,EONET_18844:0,EONET_18844,Wildfires,"D7 Thomas RX Prescribed Fire, Navajo, Arizona",2026-03-16T13:14:00Z,r20_11,20,11,34.3175,-110.2864,3B,3A,general,0.15
3B_00170,EONET_18844:0,EONET_18844,Wildfires,"D7 Thomas RX Prescribed Fire, Navajo, Arizona",2026-03-16T13:14:00Z,r20_11,20,11,34.3175,-110.2864,3B,3B,general,0.35
3B_00747,EONET_18843:0,EONET_18843,Wildfires,"D7 Pine RX Prescribed Fire, Navajo, Arizona",2026-03-16T13:15:00Z,r20_11,20,11,34.306,-110.219,3B,3B,general,0.35
1A_00528,EONET_18892:0,EONET_18892,Wildfires,Wildfire in China 1027882,2026-03-16T19:00:00Z,r22_50,22,50,44.3101,125.4798,3B,1A,chain_like,0.1
1A_00652,EONET_18895:0,EONET_18895,Wildfires,Wildfire in China 1027875,2026-03-16T19:00:00Z,r22_50,22,50,45.9955,125.4994,3B,1A,chain_like,0.1
1B_00056,EONET_18894:0,EONET_18894,Wildfires,Wildfire in China 1027884,2026-03-16T19:00:00Z,r22_51,22,51,46.2231,126.9286,3B,1B,chain_like,0.25
1B_00112,EONET_18714:0,EONET_18714,Wildfires,Wildfire in Mali 1027836,2026-03-16T19:00:00Z,r17_28,17,28,15.2193,-11.306,3B,1B,chain_like,0.25
1B_00420,EONET_19102:0,EONET_19102,Wildfires,Wildfire in Thailand 1028038,2026-03-16T19:00:00Z,r18_46,18,46,18.4306,100.83,3B,1B,chain_like,0.25
1B_00860,EONET_18892:0,EONET_18892,Wildfires,Wildfire in China 1027882,2026-03-16T19:00:00Z,r22_50,22,50,44.3101,125.4798,3B,1B,chain_like,0.25
1B_01046,EONET_18895:0,EONET_18895,Wildfires,Wildfire in China 1027875,2026-03-16T19:00:00Z,r22_50,22,50,45.9955,125.4994,3B,1B,chain_like,0.25
2A_00369,EONET_19102:0,EONET_19102,Wildfires,Wildfire in Thailand 1028038,2026-03-16T19:00:00Z,r18_46,18,46,18.4306,100.83,3B,2A,wide_shallow,0.15
2A_00416,EONET_18892:0,EONET_18892,Wildfires,Wildfire in China 1027882,2026-03-16T19:00:00Z,r22_50,22,50,44.3101,125.4798,3B,2A,wide_shallow,0.15
2A_01043,EONET_18896:0,EONET_18896,Wildfires,Wildfire in Myanmar 1027869,2026-03-16T19:00:00Z,r17_46,17,46,16.3093,98.2269,3B,2A,wide_shallow,0.15
2A_01110,EONET_18894:0,EONET_18894,Wildfires,Wildfire in China 1027884,2026-03-16T19:00:00Z,r22_51,22,51,46.2231,126.9286,3B,2A,wide_shallow,0.15
3A_00423,EONET_18896:0,EONET_18896,Wildfires,Wildfire in Myanmar 1027869,2026-03-16T19:00:00Z,r17_46,17,46,16.3093,98.2269,3B,3A,general,0.15
3A_00657,EONET_18940:0,EONET_18940,Wildfires,Wildfire in Myanmar 1027902,2026-03-16T19:00:00Z,r17_46,17,46,15.854,98.3427,3B,3A,general,0.15
3B_00413,EONET_18727:0,EONET_18727,Wildfires,Wildfire in Myanmar 1027848,2026-03-16T19:00:00Z,r17_46,17,46,16.3165,98.2424,3B,3B,general,0.35
3B_01035,EONET_18727:0,EONET_18727,Wildfires,Wildfire in Myanmar 1027848,2026-03-16T19:00:00Z,r17_46,17,46,16.3165,98.2424,3B,3B,general,0.35
2A_00333,EONET_18698:0,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-17T00:00:00Z,r12_56,12,56,-12.3,156.6,3B,2A,wide_shallow,0.25
3A_00626,EONET_18825:0,EONET_18825,Wildfires,"Little Fourche Wildfire, Latimer, Oklahoma",2026-03-17T01:50:00Z,r20_14,20,14,34.9903,-95.1717,3B,3A,general,0.15
1A_00670,EONET_19365:0,EONET_19365,Wildfires,"58 FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-17T07:17:00Z,r20_16,20,16,33.2172,-79.8488,3B,1A,chain_like,0.1
2A_00052,EONET_19365:0,EONET_19365,Wildfires,"58 FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-17T07:17:00Z,r20_16,20,16,33.2172,-79.8488,3B,2A,wide_shallow,0.15
3B_00235,EONET_19365:0,EONET_19365,Wildfires,"58 FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-17T07:17:00Z,r20_16,20,16,33.2172,-79.8488,3B,3B,general,0.35
1B_01029,EONET_19364:0,EONET_19364,Wildfires,"68/69 FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-17T07:29:00Z,r20_16,20,16,33.186,-79.7468,3B,1B,chain_like,0.25
1A_00765,EONET_18875:0,EONET_18875,Wildfires,"RX North 6000 Prescribed Fire, Pittsburg, Oklahoma",2026-03-17T08:09:00Z,r20_14,20,14,34.7232,-95.5615,3B,1A,chain_like,0.1
1B_00777,EONET_18878:0,EONET_18878,Wildfires,"RX Fourche Valley Unit 4 Prescribed Fire, Yell, Arkansas",2026-03-17T08:56:00Z,r20_14,20,14,34.9525,-93.5589,3B,1B,chain_like,0.25
1A_00557,EONET_18806:0,EONET_18806,Wildfires,"RX Chickalah Mtn 1 Prescribed Fire, Yell, Arkansas",2026-03-17T09:34:00Z,r20_14,20,14,35.1761,-93.4494,3B,1A,chain_like,0.1
1B_00915,EONET_18879:0,EONET_18879,Wildfires,"RX Mills Prescribed Fire, Conway, Arkansas",2026-03-17T10:49:00Z,r20_14,20,14,35.4543,-92.7699,3B,1B,chain_like,0.25
1B_01008,EONET_18879:0,EONET_18879,Wildfires,"RX Mills Prescribed Fire, Conway, Arkansas",2026-03-17T10:49:00Z,r20_14,20,14,35.4543,-92.7699,3B,1B,chain_like,0.25
3A_00241,EONET_18755:0,EONET_18755,Wildfires,"139 Wildfire, Liberty, Florida",2026-03-17T12:54:00Z,r20_15,20,15,30.1524,-84.9454,3B,3A,general,0.15
2A_00861,EONET_18856:0,EONET_18856,Wildfires,"Little Creek RX Prescribed Fire, Dent, Missouri",2026-03-17T18:06:00Z,r21_14,21,14,37.4616,-91.3251,3B,2A,wide_shallow,0.15
3A_00581,EONET_18856:0,EONET_18856,Wildfires,"Little Creek RX Prescribed Fire, Dent, Missouri",2026-03-17T18:06:00Z,r21_14,21,14,37.4616,-91.3251,3B,3A,general,0.15
1A_00745,EONET_18937:0,EONET_18937,Wildfires,Wildfire in Myanmar 1027906,2026-03-17T19:00:00Z,r18_46,18,46,21.2598,98.7111,3B,1A,chain_like,0.1
1A_00874,EONET_18937:0,EONET_18937,Wildfires,Wildfire in Myanmar 1027906,2026-03-17T19:00:00Z,r18_46,18,46,21.2598,98.7111,3B,1A,chain_like,0.1
1B_00340,EONET_18966:0,EONET_18966,Wildfires,Wildfire in Myanmar 1027936,2026-03-17T19:00:00Z,r18_46,18,46,19.4906,97.6546,3B,1B,chain_like,0.25
1B_00864,EONET_18937:0,EONET_18937,Wildfires,Wildfire in Myanmar 1027906,2026-03-17T19:00:00Z,r18_46,18,46,21.2598,98.7111,3B,1B,chain_like,0.25
1B_00940,EONET_18966:0,EONET_18966,Wildfires,Wildfire in Myanmar 1027936,2026-03-17T19:00:00Z,r18_46,18,46,19.4906,97.6546,3B,1B,chain_like,0.25
1B_01041,EONET_18965:0,EONET_18965,Wildfires,Wildfire in Myanmar 1027929,2026-03-17T19:00:00Z,r18_46,18,46,18.5904,97.5251,3B,1B,chain_like,0.25
2A_00608,EONET_19060:0,EONET_19060,Wildfires,Wildfire in Thailand 1027999,2026-03-17T19:00:00Z,r17_46,17,46,17.23,98.525,3B,2A,wide_shallow,0.15
3A_00095,EONET_18938:0,EONET_18938,Wildfires,Wildfire in Myanmar 1027924,2026-03-17T19:00:00Z,r18_46,18,46,20.9612,97.8008,3B,3A,general,0.15
3A_01064,EONET_19140:0,EONET_19140,Wildfires,Wildfire in Thailand 1028069,2026-03-17T19:00:00Z,r18_46,18,46,18.5889,100.3051,3B,3A,general,0.15
3B_00015,EONET_19140:0,EONET_19140,Wildfires,Wildfire in Thailand 1028069,2026-03-17T19:00:00Z,r18_46,18,46,18.5889,100.3051,3B,3B,general,0.35
3B_00102,EONET_18965:0,EONET_18965,Wildfires,Wildfire in Myanmar 1027929,2026-03-17T19:00:00Z,r18_46,18,46,18.5904,97.5251,3B,3B,general,0.35
3B_00160,EONET_18937:0,EONET_18937,Wildfires,Wildfire in Myanmar 1027906,2026-03-17T19:00:00Z,r18_46,18,46,21.2598,98.7111,3B,3B,general,0.35
3B_00438,EONET_18965:0,EONET_18965,Wildfires,Wildfire in Myanmar 1027929,2026-03-17T19:00:00Z,r18_46,18,46,18.5904,97.5251,3B,3B,general,0.35
3B_00477,EONET_18891:0,EONET_18891,Wildfires,Wildfire in Myanmar 1027881,2026-03-17T19:00:00Z,r17_46,17,46,16.5786,98.4912,3B,3B,general,0.35
2B_00261,EONET_18720:0,EONET_18720,Floods,Flood in Kenya 1103803,2026-03-17T20:00:00Z,r15_35,15,35,1.0703,34.9963,2B,2B,wide_shallow,0.4
2B_00574,EONET_18721:0,EONET_18721,Floods,Flood in Colombia 1103805,2026-03-17T20:00:00Z,r16_17,16,17,7.1138,-73.2174,2B,2B,wide_shallow,0.4
1A_00861,EONET_18698:4,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-18T00:00:00Z,r12_55,12,55,-12.4,153.3,3B,1A,chain_like,0.1
3A_00340,EONET_18698:4,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-18T00:00:00Z,r12_55,12,55,-12.4,153.3,3B,3A,general,0.1
2B_00823,EONET_18698:5,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-18T06:00:00Z,r12_55,12,55,-12.7,151.9,3B,2B,wide_shallow,0.2
1A_00120,EONET_18863:0,EONET_18863,Wildfires,"RX PCS Andy Knight North Prescribed Fire, Scott, Arkansas",2026-03-18T08:31:00Z,r20_14,20,14,34.8307,-94.3351,3B,1A,chain_like,0.1
3A_00555,EONET_18863:0,EONET_18863,Wildfires,"RX PCS Andy Knight North Prescribed Fire, Scott, Arkansas",2026-03-18T08:31:00Z,r20_14,20,14,34.8307,-94.3351,3B,3A,general,0.15
3A_00932,EONET_18869:0,EONET_18869,Wildfires,"RX PCS McConnell 1 Prescribed Fire, Scott, Arkansas",2026-03-18T08:46:00Z,r20_14,20,14,34.7167,-94.0386,3B,3A,general,0.15
3A_00742,EONET_18870:0,EONET_18870,Wildfires,"Compartment 19 RX Prescribed Fire, Hale, Alabama",2026-03-18T09:03:00Z,r20_15,20,15,33.0026,-87.4985,3B,3A,general,0.15
3B_00922,EONET_18858:0,EONET_18858,Wildfires,"RX CALE BU 57 Prescribed Fire, Rapides, Louisiana",2026-03-18T09:12:00Z,r20_14,20,14,31.0154,-92.6105,3B,3B,general,0.35
1B_00805,EONET_18857:0,EONET_18857,Wildfires,"IDNR Pyramid (Captain) RX Prescribed Fire, Perry, Illinois",2026-03-18T09:22:00Z,r21_15,21,15,38.027,-89.5115,3B,1B,chain_like,0.25
1B_00958,EONET_18857:0,EONET_18857,Wildfires,"IDNR Pyramid (Captain) RX Prescribed Fire, Perry, Illinois",2026-03-18T09:22:00Z,r21_15,21,15,38.027,-89.5115,3B,1B,chain_like,0.25
3B_00929,EONET_18857:0,EONET_18857,Wildfires,"IDNR Pyramid (Captain) RX Prescribed Fire, Perry, Illinois",2026-03-18T09:22:00Z,r21_15,21,15,38.027,-89.5115,3B,3B,general,0.35
3A_00913,EONET_18866:0,EONET_18866,Wildfires,"SNF Triumph Church C-27/28 RX Prescribed Fire, Shelby, Texas",2026-03-18T09:34:00Z,r20_14,20,14,31.7143,-93.9587,3B,3A,general,0.15
1A_00057,EONET_18871:0,EONET_18871,Wildfires,"RX KENWOOD 25 26 Prescribed Fire, Delaware, Oklahoma",2026-03-18T09:40:00Z,r21_14,21,14,36.2851,-94.8216,3B,1A,chain_like,0.1
1B_00782,EONET_18871:0,EONET_18871,Wildfires,"RX KENWOOD 25 26 Prescribed Fire, Delaware, Oklahoma",2026-03-18T09:40:00Z,r21_14,21,14,36.2851,-94.8216,3B,1B,chain_like,0.25
1A_00902,EONET_18865:0,EONET_18865,Wildfires,"Quail E RX Prescribed Fire, Clay, Alabama",2026-03-18T09:49:00Z,r20_15,20,15,33.2,-86.1,3B,1A,chain_like,0.1
1A_00413,EONET_18867:0,EONET_18867,Wildfires,"DCNF C-3 RX Prescribed Fire, Houston, Texas",2026-03-18T09:56:00Z,r20_14,20,14,31.4788,-95.2874,3B,1A,chain_like,0.1
2A_01081,EONET_18868:0,EONET_18868,Wildfires,"DCNF C-70/71 RX Prescribed Fire, Houston, Texas",2026-03-18T09:57:00Z,r20_14,20,14,31.2775,-95.2022,3B,2A,wide_shallow,0.15
3B_00157,EONET_18868:0,EONET_18868,Wildfires,"DCNF C-70/71 RX Prescribed Fire, Houston, Texas",2026-03-18T09:57:00Z,r20_14,20,14,31.2775,-95.2022,3B,3B,general,0.35
3B_00847,EONET_18868:0,EONET_18868,Wildfires,"DCNF C-70/71 RX Prescribed Fire, Houston, Texas",2026-03-18T09:57:00Z,r20_14,20,14,31.2775,-95.2022,3B,3B,general,0.35
3A_00881,EONET_18855:0,EONET_18855,Wildfires,"Bienville Cpt 36 &amp; 37 RX Prescribed Fire, Scott, Mississippi",2026-03-18T10:33:00Z,r20_15,20,15,32.3932,-89.6363,3B,3A,general,0.15
1A_01058,EONET_18819:0,EONET_18819,Wildfires,"Nineteen Wildfire, El Paso, Colorado",2026-03-18T10:37:00Z,r21_12,21,12,38.6245,-104.7892,3B,1A,chain_like,0.1
1B_00257,EONET_18847:0,EONET_18847,Wildfires,"Homochitto BB65sub3 RX Prescribed Fire, Amite, Mississippi",2026-03-18T10:37:00Z,r20_14,20,14,31.302,-90.998,3B,1B,chain_like,0.25
3B_01030,EONET_18819:0,EONET_18819,Wildfires,"Nineteen Wildfire, El Paso, Colorado",2026-03-18T10:37:00Z,r21_12,21,12,38.6245,-104.7892,3B,3B,general,0.35
1B_00426,EONET_18845:0,EONET_18845,Wildfires,"D2 Sinkhole RX Prescribed Fire, Coconino, Arizona",2026-03-18T11:12:00Z,r20_11,20,11,34.3097,-110.8792,3B,1B,chain_like,0.25
2A_00753,EONET_18845:0,EONET_18845,Wildfires,"D2 Sinkhole RX Prescribed Fire, Coconino, Arizona",2026-03-18T11:12:00Z,r20_11,20,11,34.3097,-110.8792,3B,2A,wide_shallow,0.15
1A_00828,EONET_18698:6,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-18T12:00:00Z,r12_55,12,55,-13.0,150.6,3B,1A,chain_like,0.1
2B_00860,EONET_18698:6,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-18T12:00:00Z,r12_55,12,55,-13.0,150.6,3B,2B,wide_shallow,0.2
3B_00203,EONET_18795:0,EONET_18795,Wildfires,"RX - Coon Creek Prescribed Fire, Polk, Tennessee",2026-03-18T13:51:00Z,r20_15,20,15,35.144,-84.5661,3B,3B,general,0.35
3B_00443,EONET_18795:0,EONET_18795,Wildfires,"RX - Coon Creek Prescribed Fire, Polk, Tennessee",2026-03-18T13:51:00Z,r20_15,20,15,35.144,-84.5661,3B,3B,general,0.35
3A_00299,EONET_19358:0,EONET_19358,Wildfires,"BORDER 2 RX Prescribed Fire, Cochise, Arizona",2026-03-18T14:04:00Z,r20_11,20,11,31.3567,-110.3058,3B,3A,general,0.15
1B_00839,EONET_18775:0,EONET_18775,Wildfires,"Sunset Wildfire, Winn, Louisiana",2026-03-18T15:52:00Z,r20_14,20,14,32.0066,-92.5812,3B,1B,chain_like,0.25
1A_00596,EONET_18964:0,EONET_18964,Wildfires,Wildfire in Myanmar 1027928,2026-03-18T19:00:00Z,r18_46,18,46,20.8458,98.5034,3B,1A,chain_like,0.1
1A_01027,EONET_19080:0,EONET_19080,Wildfires,Wildfire in Thailand 1028008,2026-03-18T19:00:00Z,r18_46,18,46,19.1219,99.1023,3B,1A,chain_like,0.1
1B_00010,EONET_19274:0,EONET_19274,Wildfires,"Wildfire in Thailand, Myanmar 1028129",2026-03-18T19:00:00Z,r18_46,18,46,19.3021,97.8912,3B,1B,chain_like,0.25
1B_00397,EONET_19054:0,EONET_19054,Wildfires,Wildfire in Myanmar 1027995,2026-03-18T19:00:00Z,r18_46,18,46,20.5951,97.9068,3B,1B,chain_like,0.25
1B_00640,EONET_19057:0,EONET_19057,Wildfires,Wildfire in Thailand 1027968,2026-03-18T19:00:00Z,r18_46,18,46,18.4098,97.7217,3B,1B,chain_like,0.25
1B_00683,EONET_19057:0,EONET_19057,Wildfires,Wildfire in Thailand 1027968,2026-03-18T19:00:00Z,r18_46,18,46,18.4098,97.7217,3B,1B,chain_like,0.25
1B_00957,EONET_19081:0,EONET_19081,Wildfires,Wildfire in Thailand 1028009,2026-03-18T19:00:00Z,r18_46,18,46,18.4654,100.5385,3B,1B,chain_like,0.25
2A_00492,EONET_18936:0,EONET_18936,Wildfires,Wildfire in India 1027899,2026-03-18T19:00:00Z,r18_43,18,43,19.6786,78.2748,3B,2A,wide_shallow,0.15
2A_00646,EONET_18934:0,EONET_18934,Wildfires,Wildfire in China 1027923,2026-03-18T19:00:00Z,r22_50,22,50,44.7207,125.8877,3B,2A,wide_shallow,0.15
2A_00828,EONET_18909:0,EONET_18909,Wildfires,Wildfire in Laos 1027895,2026-03-18T19:00:00Z,r18_47,18,47,19.732,103.0137,3B,2A,wide_shallow,0.15
3A_00517,EONET_19057:0,EONET_19057,Wildfires,Wildfire in Thailand 1027968,2026-03-18T19:00:00Z,r18_46,18,46,18.4098,97.7217,3B,3A,general,0.15
3A_00929,EONET_19054:0,EONET_19054,Wildfires,Wildfire in Myanmar 1027995,2026-03-18T19:00:00Z,r18_46,18,46,20.5951,97.9068,3B,3A,general,0.15
3B_00108,EONET_18731:0,EONET_18731,Wildfires,Wildfire in Colombia 1027852,2026-03-18T19:00:00Z,r16_18,16,18,6.4344,-69.9204,3B,3B,general,0.35
3B_00269,EONET_18935:0,EONET_18935,Wildfires,Wildfire in Myanmar 1027905,2026-03-18T19:00:00Z,r18_46,18,46,18.6152,97.412,3B,3B,general,0.35
3B_00427,EONET_19081:0,EONET_19081,Wildfires,Wildfire in Thailand 1028009,2026-03-18T19:00:00Z,r18_46,18,46,18.4654,100.5385,3B,3B,general,0.35
3B_00484,EONET_18889:0,EONET_18889,Wildfires,Wildfire in China 1027873,2026-03-18T19:00:00Z,r22_50,22,50,45.4953,125.965,3B,3B,general,0.35
3B_00905,EONET_18731:0,EONET_18731,Wildfires,Wildfire in Colombia 1027852,2026-03-18T19:00:00Z,r16_18,16,18,6.4344,-69.9204,3B,3B,general,0.35
2B_01005,EONET_19062:0,EONET_19062,Floods,Flood in Democratic Republic of Congo 1103813,2026-03-18T20:00:00Z,r14_34,14,34,-3.4056,29.1376,2B,2B,wide_shallow,0.4
1A_00454,EONET_18698:8,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-19T00:00:00Z,r12_54,12,54,-13.6,147.8,3B,1A,chain_like,0.1
2B_00771,EONET_18698:9,EONET_18698,Severe Storms,Tropical Cyclone Narelle,2026-03-19T06:00:00Z,r12_54,12,54,-13.6,146.5,3B,2B,wide_shallow,0.2
1B_00899,EONET_18818:0,EONET_18818,Wildfires,"RX FY26 PERI Roundtop Cox BIL Prescribed Fire, Benton, Arkansas",2026-03-19T08:24:00Z,r21_14,21,14,36.4452,-94.0487,3B,1B,chain_like,0.25
