date,region_id,assigned_subarchetype,count
2025-04-27,r14_17,2B,1
2025-04-30,r07_58,2B,2
2025-04-30,r15_49,3B,1
2025-04-30,r23_16,2B,3
2025-05-01,r21_41,2B,1
2025-05-02,r02_03,3C,1
2025-05-02,r02_23,3A,1
2025-05-02,r02_23,3C,4
2025-05-02,r02_26,3C,2
2025-05-02,r04_20,3C,2
2025-05-02,r04_21,1B,1
2025-05-02,r04_21,3C,2
2025-05-02,r04_45,3C,5
2025-05-02,r05_24,1B,1
2025-05-02,r05_24,3C,3
2025-05-02,r12_23,3A,1
2025-05-02,r23_31,2B,1
2025-05-02,r23_33,2B,1
2025-05-03,r18_18,1B,1
2025-05-03,r20_35,3A,1
2025-05-03,r20_41,2B,2
2025-05-03,r22_30,2B,1
2025-05-05,r22_33,2B,1
2025-05-05,r22_33,3B,1
2025-05-08,r15_37,3A,1
2025-05-08,r17_48,2B,2
2025-05-08,r17_48,3A,1
2025-05-09,r02_03,3C,9
2025-05-09,r02_14,3A,1
2025-05-09,r02_14,3C,1
2025-05-09,r03_27,1B,1
2025-05-09,r03_27,3C,1
2025-05-09,r04_21,3C,4
2025-05-09,r04_44,3A,1
2025-05-09,r04_44,3C,4
2025-05-09,r04_45,1B,1
2025-05-09,r04_45,3C,3
2025-05-09,r05_24,3C,4
2025-05-09,r17_46,1B,1
2025-05-09,r17_46,3A,1
2025-05-09,r17_47,2B,1
2025-05-09,r21_29,1B,2
2025-05-11,r13_52,3B,1
2025-05-11,r13_53,1A,2
2025-05-11,r13_53,2A,1
2025-05-11,r13_53,2B,1
2025-05-11,r14_35,2B,1
2025-05-11,r14_35,3A,1
2025-05-11,r24_56,1A,1
2025-05-12,r17_19,2B,1
2025-05-13,r13_35,2B,1
2025-05-14,r14_49,2B,1
2025-05-14,r21_32,2B,2
2025-05-15,r18_47,1B,1
2025-05-15,r21_36,2B,1
2025-05-15,r21_36,3B,1
2025-05-16,r02_03,3C,1
2025-05-16,r02_14,3C,2
2025-05-16,r02_22,3C,1
2025-05-16,r04_21,3C,3
2025-05-16,r04_44,3C,4
2025-05-17,r15_30,2B,1
2025-05-17,r17_42,2B,1
2025-05-19,r22_32,2B,1
2025-05-20,r23_18,1B,1
2025-05-20,r23_18,2B,1
2025-05-22,r02_02,3C,1
2025-05-22,r02_03,1B,1
2025-05-22,r02_03,3A,1
2025-05-22,r02_03,3C,3
2025-05-22,r02_20,3A,1
2025-05-22,r02_20,3C,1
2025-05-22,r02_22,3C,2
2025-05-22,r03_20,1B,1
2025-05-22,r03_20,3C,3
2025-05-22,r04_21,3A,2
2025-05-22,r04_21,3C,6
2025-05-22,r04_45,3A,1
2025-05-22,r04_45,3C,4
2025-05-22,r16_46,2B,1
2025-05-24,r17_15,3A,1
2025-05-25,r09_19,2B,1
2025-05-26,r10_20,2B,1
2025-05-26,r22_34,1B,1
2025-05-27,r16_30,2B,3
2025-05-27,r16_30,3B,1
2025-05-27,r23_31,2B,2
2025-05-27,r23_31,3B,1
2025-05-29,r02_23,3C,5
2025-05-29,r02_24,1B,1
2025-05-29,r02_24,3C,2
2025-05-29,r02_25,3C,3
2025-05-29,r04_20,3A,1
2025-05-29,r04_20,3C,5
2025-05-29,r04_21,1B,1
2025-05-29,r04_21,3C,4
2025-05-29,r04_44,1B,1
2025-05-29,r04_44,3C,2
2025-05-29,r05_21,1B,1
2025-05-29,r05_21,3A,1
2025-05-29,r05_21,3C,2
2025-05-29,r17_12,2B,1
2025-05-29,r17_14,2B,1
2025-05-29,r17_14,3A,1
2025-05-29,r18_45,2B,3
2025-05-30,r17_11,2A,2
2025-05-30,r17_11,2B,1
2025-05-30,r17_11,3B,1
2025-05-30,r17_12,2B,1
2025-05-31,r12_17,2B,1
2025-05-31,r15_17,2B,1
2025-05-31,r18_11,2B,2
2025-05-31,r23_33,2B,3
2025-05-31,r23_33,3B,1
2025-06-01,r23_33,2B,1
2025-06-02,r21_36,1B,1
2025-06-02,r21_36,3A,1
2025-06-02,r21_36,3B,1
2025-06-05,r02_02,3A,1
2025-06-05,r02_02,3C,8
2025-06-05,r02_21,3C,1
2025-06-05,r02_23,3C,3
2025-06-05,r02_24,3A,1
2025-06-05,r02_24,3C,5
2025-06-05,r03_44,3C,4
2025-06-05,r04_21,1B,1
2025-06-05,r04_21,3C,1
2025-06-05,r04_44,3C,3
2025-06-05,r05_21,1B,1
2025-06-05,r05_21,3C,4
2025-06-05,r05_23,1B,1
2025-06-05,r05_23,3C,8
2025-06-05,r22_30,2B,1
2025-06-05,r22_30,3A,1
2025-06-08,r17_11,2A,1
2025-06-08,r17_11,2B,2
2025-06-08,r17_12,2A,2
2025-06-08,r17_13,1A,1
2025-06-08,r17_13,2B,1
2025-06-09,r17_11,1A,2
2025-06-09,r17_11,2B,3
2025-06-09,r17_11,3A,1
2025-06-09,r17_11,3B,1
2025-06-09,r17_12,1A,2
2025-06-09,r17_12,2A,1
2025-06-09,r17_12,2B,2
2025-06-09,r17_12,3A,1
2025-06-09,r17_12,3B,1
2025-06-10,r17_10,1A,1
2025-06-10,r17_10,2A,2
2025-06-10,r17_10,2B,3
2025-06-10,r17_10,3B,1
2025-06-10,r18_12,1A,1
2025-06-10,r18_12,2A,2
2025-06-11,r17_10,1A,1
2025-06-11,r17_10,2B,1
2025-06-11,r17_11,2A,1
2025-06-11,r17_11,3B,1
2025-06-11,r17_48,1A,1
2025-06-11,r17_48,2B,1
2025-06-11,r18_12,2B,1
2025-06-12,r02_02,3C,4
2025-06-12,r02_22,3C,4
2025-06-12,r02_23,3C,4
2025-06-12,r03_24,1B,1
2025-06-12,r03_24,3C,1
2025-06-12,r03_25,3C,3
2025-06-12,r04_20,1B,1
2025-06-12,r04_20,3A,1
2025-06-12,r04_20,3C,5
2025-06-12,r04_21,3C,2
2025-06-12,r05_23,3C,1
2025-06-12,r14_32,2B,1
2025-06-12,r17_48,2A,1
2025-06-12,r17_48,2B,2
2025-06-12,r17_48,3B,1
2025-06-13,r18_48,2A,1
2025-06-13,r18_48,3A,1
2025-06-13,r18_48,3B,1
2025-06-13,r23_31,1B,1
2025-06-14,r09_18,2B,2
2025-06-14,r10_21,2B,1
2025-06-14,r10_21,3A,1
2025-06-14,r17_12,2B,2
2025-06-14,r17_12,3A,1
2025-06-14,r18_13,1B,1
2025-06-14,r20_12,2B,1
2025-06-14,r22_32,2B,1
2025-06-15,r17_12,2B,1
2025-06-15,r18_12,1A,2
2025-06-15,r18_41,1B,1
2025-06-15,r18_41,3A,1
2025-06-17,r16_14,2B,1
2025-06-17,r17_14,2B,1
2025-06-17,r19_43,2B,2
2025-06-18,r17_13,2A,1
2025-06-18,r17_14,2A,1
2025-06-18,r17_14,3B,2
2025-06-19,r17_13,1A,1
2025-06-19,r17_13,2A,5
2025-06-19,r17_13,3A,1
2025-06-20,r02_02,3C,4
2025-06-20,r02_21,3C,2
2025-06-20,r02_23,1B,2
2025-06-20,r03_43,3C,5
2025-06-20,r03_44,3A,1
2025-06-20,r03_44,3C,3
2025-06-20,r04_20,3A,3
2025-06-20,r04_20,3C,7
2025-06-20,r04_21,3C,1
2025-06-20,r05_21,3C,3
2025-06-20,r05_24,3C,3
2025-06-20,r17_13,2B,1
2025-06-20,r17_13,3A,1
2025-06-21,r17_50,2B,1
2025-06-22,r09_33,2B,1
2025-06-22,r09_33,3A,2
2025-06-22,r22_30,2B,2
2025-06-23,r19_53,2A,3
2025-06-23,r19_53,2B,1
2025-06-23,r19_53,3B,1
2025-06-23,r19_54,2B,1
2025-06-24,r19_53,2B,1
2025-06-24,r20_53,1A,1
2025-06-24,r20_53,2A,1
2025-06-24,r20_53,2B,1
2025-06-24,r21_21,3A,1
2025-06-24,r22_29,2B,1
2025-06-25,r09_20,2B,1
2025-06-25,r20_42,2B,3
2025-06-25,r20_53,1A,1
2025-06-25,r20_53,2B,1
2025-06-25,r21_22,1A,1
2025-06-25,r23_32,1B,1
2025-06-26,r08_58,2B,2
2025-06-26,r20_53,2B,1
2025-06-26,r20_53,3A,1
2025-06-26,r21_42,1B,1
2025-06-26,r21_42,2B,1
2025-06-26,r21_53,2A,1
2025-06-27,r02_02,3C,4
2025-06-27,r03_42,3C,3
2025-06-27,r05_24,3C,3
2025-06-28,r16_32,2B,1
2025-06-28,r16_32,3B,1
2025-06-29,r14_16,2B,1
2025-06-29,r18_13,2A,1
2025-06-29,r18_13,2B,1
2025-06-29,r20_30,2B,1
2025-06-29,r22_31,1B,1
2025-06-29,r22_31,2B,1
2025-06-29,r22_31,3A,2
2025-06-30,r09_55,2B,2
2025-06-30,r17_12,2A,1
2025-06-30,r17_13,2B,1
2025-06-30,r17_15,2B,1
2025-06-30,r18_13,2A,2
2025-06-30,r18_13,2B,1
2025-07-01,r17_12,2B,1
2025-07-01,r17_12,3A,1
2025-07-01,r18_47,2B,2
2025-07-01,r23_31,2B,1
2025-07-02,r18_11,2B,1
2025-07-02,r18_12,2A,1
2025-07-02,r19_54,2A,1
2025-07-02,r19_54,3B,1
2025-07-03,r18_11,2A,1
2025-07-03,r18_11,2B,3
2025-07-03,r18_11,3A,1
2025-07-03,r19_54,2B,2
2025-07-03,r19_54,3A,1
2025-07-03,r19_54,3B,3
2025-07-03,r21_29,2B,3
2025-07-04,r02_01,3C,2
2025-07-04,r03_20,3C,10
2025-07-04,r03_42,3C,1
2025-07-04,r04_20,3A,1
2025-07-04,r04_20,3C,4
2025-07-04,r05_24,3C,1
2025-07-04,r18_49,2B,1
2025-07-04,r19_45,2B,2
2025-07-04,r19_54,2B,1
2025-07-04,r19_54,3B,1
2025-07-04,r20_54,2A,1
2025-07-04,r20_54,2B,1
2025-07-04,r20_54,3A,1
2025-07-04,r21_32,2B,1
2025-07-05,r18_49,2B,1
2025-07-05,r18_49,3A,1
2025-07-05,r18_49,3B,2
2025-07-05,r20_16,2B,2
2025-07-05,r20_54,2B,1
2025-07-05,r20_54,3A,1
2025-07-06,r18_49,1A,1
2025-07-06,r18_49,3B,1
2025-07-06,r18_50,2A,1
2025-07-06,r20_16,2A,2
2025-07-06,r20_16,3A,1
2025-07-06,r20_16,3B,3
2025-07-06,r20_54,2A,2
2025-07-06,r20_54,2B,2
2025-07-06,r20_54,3A,1
2025-07-06,r20_54,3B,2
2025-07-07,r19_44,2B,1
2025-07-07,r19_44,3A,2
2025-07-07,r19_50,2B,2
2025-07-07,r19_50,3B,1
2025-07-07,r20_16,1A,1
2025-07-07,r20_54,3B,1
2025-07-07,r21_17,2A,1
2025-07-07,r21_54,2A,2
2025-07-07,r21_54,2B,1
2025-07-07,r23_32,1B,1
2025-07-07,r23_32,2B,2
2025-07-08,r17_14,2B,2
2025-07-08,r19_50,2B,1
2025-07-08,r21_17,2A,1
2025-07-08,r21_53,2B,1
2025-07-08,r21_54,2B,1
2025-07-10,r08_59,2B,1
2025-07-10,r17_15,1A,1
2025-07-10,r17_15,3A,1
2025-07-11,r02_01,3A,1
2025-07-11,r02_01,3C,7
2025-07-11,r02_22,3C,4
2025-07-11,r03_43,3C,2
2025-07-11,r12_52,1A,2
2025-07-11,r12_52,1B,1
2025-07-11,r12_52,2A,1
2025-07-11,r12_52,3B,1
2025-07-11,r12_53,2A,1
2025-07-11,r19_53,3A,1
2025-07-11,r22_11,2A,1
2025-07-11,r22_12,1A,1
2025-07-11,r22_12,3B,1
2025-07-11,r24_12,1A,1
2025-07-12,r13_33,1A,1
2025-07-12,r19_53,2A,2
2025-07-12,r19_53,2B,2
2025-07-12,r19_53,3B,1
2025-07-12,r22_09,1B,1
2025-07-12,r24_12,1A,1
2025-07-13,r12_52,3A,2
2025-07-13,r12_52,3B,1
2025-07-13,r13_33,1A,3
2025-07-13,r13_33,2A,1
2025-07-13,r17_27,2B,3
2025-07-13,r17_34,2B,2
2025-07-13,r19_53,1A,1
2025-07-13,r19_53,2A,1
2025-07-13,r19_53,2B,1
2025-07-13,r19_53,3A,1
2025-07-13,r20_11,1B,1
2025-07-13,r20_53,1A,1
2025-07-13,r20_53,2B,2
2025-07-13,r21_11,1B,1
2025-07-13,r21_11,2A,1
2025-07-13,r22_09,1A,1
2025-07-14,r17_15,3A,1
2025-07-14,r18_46,3A,1
2025-07-14,r21_11,1A,1
2025-07-14,r21_53,1A,1
2025-07-14,r21_53,2B,1
2025-07-14,r22_09,1A,1
2025-07-14,r22_09,3A,1
2025-07-14,r22_09,3B,1
2025-07-14,r22_10,1B,1
2025-07-14,r22_53,3B,1
2025-07-14,r23_10,1A,1
2025-07-14,r23_10,1B,1
2025-07-14,r23_34,2B,1
2025-07-14,r23_34,3B,1
2025-07-14,r24_11,3A,1
2025-07-14,r24_12,1B,1
2025-07-14,r24_12,3A,3
2025-07-14,r24_31,2B,1
2025-07-14,r25_05,3A,1
2025-07-15,r11_59,3A,1
2025-07-15,r15_46,1A,1
2025-07-15,r15_46,3A,1
2025-07-15,r17_37,2B,1
2025-07-15,r19_53,2A,1
2025-07-15,r20_11,3B,1
2025-07-15,r20_53,1A,1
2025-07-15,r21_51,2B,1
2025-07-15,r21_53,2A,2
2025-07-15,r22_10,1A,2
2025-07-15,r22_11,3A,1
2025-07-15,r22_34,2B,2
2025-07-15,r22_34,3B,1
2025-07-15,r24_12,1B,1
2025-07-15,r24_13,1B,1
2025-07-16,r13_44,2B,1
2025-07-16,r20_10,3A,1
2025-07-16,r24_12,1A,1
2025-07-16,r24_12,2A,1
2025-07-16,r24_12,3A,1
2025-07-16,r24_13,1B,2
2025-07-16,r24_13,2A,1
2025-07-16,r24_13,3A,3
2025-07-16,r25_26,1A,2
2025-07-16,r25_26,1B,1
2025-07-16,r25_26,3A,2
2025-07-17,r12_51,3B,2
2025-07-17,r13_35,3B,1
2025-07-17,r20_42,2B,1
2025-07-17,r20_42,3A,1
2025-07-17,r23_30,2B,3
2025-07-17,r24_12,2A,1
2025-07-17,r24_13,1B,2
2025-07-17,r24_13,3A,1
2025-07-18,r02_02,3C,3
2025-07-18,r03_20,3C,2
2025-07-18,r03_24,3C,1
2025-07-18,r04_20,3C,3
2025-07-18,r04_21,3C,4
2025-07-18,r05_24,3C,6
2025-07-18,r12_43,1A,1
2025-07-18,r12_52,3A,1
2025-07-18,r12_52,3B,1
2025-07-18,r13_22,2A,1
2025-07-18,r13_44,3B,1
2025-07-18,r18_50,1A,2
2025-07-18,r18_50,2A,3
2025-07-18,r18_50,2B,3
2025-07-18,r21_35,2B,3
2025-07-18,r22_10,1B,1
2025-07-18,r22_10,2A,1
2025-07-19,r12_51,2A,1
2025-07-19,r18_49,2A,1
2025-07-19,r18_49,2B,2
2025-07-19,r20_15,3B,1
2025-07-19,r21_35,1B,1
2025-07-19,r22_09,3A,2
2025-07-19,r22_10,2A,1
2025-07-19,r22_10,3A,1
2025-07-19,r22_10,3B,1
2025-07-19,r24_12,1B,1
2025-07-19,r26_52,3A,1
2025-07-20,r12_51,1A,2
2025-07-20,r12_51,1B,1
2025-07-20,r12_51,3A,1
2025-07-20,r12_52,3A,1
2025-07-20,r18_47,2B,2
2025-07-20,r18_48,2B,1
2025-07-20,r18_48,3A,1
2025-07-20,r18_49,3B,1
2025-07-20,r21_10,1A,1
2025-07-20,r21_10,2A,1
2025-07-20,r23_32,2B,1
2025-07-20,r23_32,3A,1
2025-07-20,r24_12,1B,1
2025-07-20,r24_12,3A,1
2025-07-20,r26_05,1A,1
2025-07-21,r12_51,1A,1
2025-07-21,r12_52,2A,1
2025-07-21,r12_53,1A,1
2025-07-21,r12_53,1B,2
2025-07-21,r22_34,3B,1
2025-07-21,r25_10,1A,1
2025-07-22,r11_51,1A,1
2025-07-22,r12_51,1A,1
2025-07-22,r12_51,1B,1
2025-07-22,r17_30,2B,2
2025-07-22,r18_47,2A,1
2025-07-22,r18_47,2B,1
2025-07-22,r18_47,3A,1
2025-07-22,r20_15,3A,1
2025-07-22,r21_35,1B,1
2025-07-23,r12_19,3A,1
2025-07-23,r13_32,1A,1
2025-07-23,r13_32,1B,1
2025-07-23,r13_32,3A,2
2025-07-23,r13_34,3A,1
2025-07-23,r13_34,3B,2
2025-07-23,r17_49,1A,2
2025-07-23,r17_49,3A,1
2025-07-23,r18_51,1A,1
2025-07-23,r18_51,2B,2
2025-07-23,r18_51,3A,1
2025-07-23,r24_11,1A,1
2025-07-23,r24_12,1A,1
2025-07-23,r24_12,1B,2
2025-07-23,r24_12,2A,1
2025-07-23,r24_12,3A,1
2025-07-23,r24_13,1B,1
2025-07-24,r03_42,3C,5
2025-07-24,r04_20,3C,1
2025-07-24,r04_43,3C,5
2025-07-24,r11_52,1B,1
2025-07-24,r11_52,3B,1
2025-07-24,r12_22,3B,1
2025-07-24,r17_49,2B,2
2025-07-24,r17_49,3A,1
2025-07-24,r17_49,3B,1
2025-07-24,r17_50,2A,1
2025-07-24,r17_50,2B,2
2025-07-24,r18_51,1A,1
2025-07-24,r19_50,2B,1
2025-07-24,r19_51,2A,1
2025-07-24,r21_33,1A,1
2025-07-24,r22_10,1A,1
2025-07-24,r25_10,1A,1
2025-07-25,r12_53,3B,1
2025-07-25,r13_32,1A,2
2025-07-25,r13_32,1B,2
2025-07-25,r13_33,1B,2
2025-07-25,r13_33,2A,1
2025-07-25,r14_33,1B,1
2025-07-25,r14_33,2A,1
2025-07-25,r14_33,3B,1
2025-07-25,r17_50,2B,1
2025-07-25,r17_53,1A,1
2025-07-25,r17_53,2A,1
2025-07-25,r17_53,2B,1
2025-07-25,r18_44,1B,1
2025-07-25,r18_50,2A,2
2025-07-25,r18_50,2B,2
2025-07-25,r19_50,2B,2
2025-07-25,r21_09,1B,2
2025-07-25,r22_32,2B,1
2025-07-25,r23_31,2B,1
2025-07-25,r24_11,1B,1
2025-07-25,r24_11,3A,2
2025-07-25,r24_14,2A,1
2025-07-25,r24_35,2B,1
2025-07-25,r25_10,1A,2
2025-07-25,r25_10,1B,2
2025-07-26,r13_32,1A,3
2025-07-26,r13_32,1B,1
2025-07-26,r17_53,2A,1
2025-07-26,r17_54,2A,1
2025-07-26,r19_50,2B,1
2025-07-26,r19_50,3B,1
2025-07-26,r19_51,1A,3
2025-07-26,r19_51,2B,1
2025-07-26,r19_51,3B,1
2025-07-26,r22_12,1B,1
2025-07-26,r22_12,3A,1
2025-07-26,r23_32,2B,1
2025-07-26,r23_32,3A,1
2025-07-26,r23_34,3B,1
2025-07-26,r24_13,1B,1
2025-07-27,r13_32,3B,1
2025-07-27,r13_33,2A,1
2025-07-27,r13_33,3A,1
2025-07-27,r13_34,1B,1
2025-07-27,r13_34,2A,1
2025-07-27,r13_34,3A,1
2025-07-27,r14_33,1B,1
2025-07-27,r14_33,3A,1
2025-07-27,r14_34,2A,1
2025-07-27,r14_34,3A,1
2025-07-27,r14_34,3B,1
2025-07-27,r18_54,1A,2
2025-07-27,r18_54,2A,1
2025-07-27,r18_54,2B,1
2025-07-27,r18_54,3A,1
2025-07-27,r18_54,3B,3
2025-07-27,r19_51,1A,3
2025-07-27,r19_51,2A,1
2025-07-27,r19_51,2B,2
2025-07-27,r19_51,3A,1
2025-07-27,r19_51,3B,2
2025-07-27,r19_54,2B,1
2025-07-27,r19_54,3B,1
2025-07-27,r21_28,1B,1
2025-07-27,r22_42,2B,1
2025-07-27,r22_42,3A,1
2025-07-27,r24_11,3B,1
2025-07-27,r24_12,1B,1
2025-07-27,r24_12,3A,1
2025-07-27,r24_12,3B,1
2025-07-27,r24_13,1B,1
2025-07-27,r25_10,3A,1
2025-07-28,r13_32,1A,1
2025-07-28,r14_34,1B,1
2025-07-28,r14_34,2A,1
2025-07-28,r16_04,2B,2
2025-07-28,r16_05,2A,1
2025-07-28,r16_05,2B,1
2025-07-28,r16_05,3B,1
2025-07-28,r19_51,1A,1
2025-07-28,r19_51,2A,2
2025-07-28,r19_51,2B,2
2025-07-28,r19_51,3A,2
2025-07-28,r19_53,2A,1
2025-07-28,r19_54,1A,1
2025-07-28,r19_54,2A,1
2025-07-28,r19_54,3B,1
2025-07-28,r21_11,1A,1
2025-07-28,r21_11,3B,1
2025-07-28,r24_11,2A,3
2025-07-28,r24_12,1A,2
2025-07-28,r24_12,1B,1
2025-07-28,r24_12,3A,1
2025-07-28,r24_12,3B,2
2025-07-28,r24_13,1A,1
2025-07-29,r11_50,3A,1
2025-07-29,r12_51,1A,1
2025-07-29,r12_51,1B,2
2025-07-29,r12_51,2A,2
2025-07-29,r12_51,3B,2
2025-07-29,r13_22,3A,1
2025-07-29,r13_32,3B,1
2025-07-29,r13_33,3B,1
2025-07-29,r13_34,3A,1
2025-07-29,r16_04,2A,3
2025-07-29,r16_04,2B,3
2025-07-29,r17_05,1A,1
2025-07-29,r17_05,2A,1
2025-07-29,r17_05,2B,2
2025-07-29,r17_05,3B,1
2025-07-29,r19_50,1A,1
2025-07-29,r19_50,2A,1
2025-07-29,r19_50,2B,1
2025-07-29,r19_50,3A,1
2025-07-29,r19_50,3B,1
2025-07-29,r19_53,2A,3
2025-07-29,r19_53,2B,1
2025-07-29,r19_53,3A,1
2025-07-29,r20_13,1A,1
2025-07-29,r20_13,1B,1
2025-07-29,r21_10,1B,1
2025-07-29,r21_10,2A,1
2025-07-29,r22_09,1A,1
2025-07-29,r22_10,1A,1
2025-07-29,r22_10,2A,1
2025-07-29,r22_11,2A,1
2025-07-29,r22_11,3B,2
2025-07-29,r23_14,1A,1
2025-07-29,r23_14,1B,2
2025-07-29,r24_12,1B,2
2025-07-29,r24_12,3B,1
2025-07-29,r26_56,3B,1
2025-07-30,r12_51,2A,1
2025-07-30,r12_51,3A,1
2025-07-30,r12_51,3B,1
2025-07-30,r12_52,2A,1
2025-07-30,r13_33,1A,1
2025-07-30,r13_33,1B,1
2025-07-30,r13_33,3A,1
2025-07-30,r16_03,2B,4
2025-07-30,r16_03,3B,1
2025-07-30,r17_04,2A,2
2025-07-30,r19_14,3B,1
2025-07-30,r19_53,1A,1
2025-07-30,r19_53,2A,1
2025-07-30,r19_53,2B,2
2025-07-30,r19_53,3B,1
2025-07-30,r20_50,3A,1
2025-07-30,r22_10,3A,1
2025-07-30,r22_10,3B,1
2025-07-30,r23_14,1B,1
2025-07-30,r24_13,1A,2
2025-07-30,r24_13,3B,1
2025-07-31,r02_01,3C,9
2025-07-31,r02_20,3C,2
2025-07-31,r02_22,3C,2
2025-07-31,r03_02,3C,1
2025-07-31,r03_20,1B,1
2025-07-31,r03_20,3C,8
2025-07-31,r03_25,3C,3
2025-07-31,r03_41,3C,3
2025-07-31,r04_20,3C,4
2025-07-31,r04_21,3C,4
2025-07-31,r04_43,1B,1
2025-07-31,r04_43,3C,4
2025-07-31,r05_21,3C,1
2025-07-31,r05_24,3C,1
2025-07-31,r12_51,1A,1
2025-07-31,r12_51,1B,1
2025-07-31,r12_51,3A,1
2025-07-31,r13_22,1B,1
2025-07-31,r13_33,2A,1
2025-07-31,r16_02,2A,1
2025-07-31,r16_18,1B,1
2025-07-31,r16_35,3A,1
2025-07-31,r17_02,2A,1
2025-07-31,r17_10,1A,1
2025-07-31,r17_10,2B,1
2025-07-31,r20_53,1A,1
2025-07-31,r20_53,2B,5
2025-07-31,r21_35,2B,2
2025-07-31,r22_10,1B,1
2025-07-31,r22_10,3A,1
2025-07-31,r23_10,2A,1
2025-08-01,r12_22,3A,1
2025-08-01,r12_51,3B,1
2025-08-01,r13_35,1A,1
2025-08-01,r14_33,1B,1
2025-08-01,r16_17,2B,1
2025-08-01,r16_17,3A,1
2025-08-01,r17_00,2B,1
2025-08-01,r17_00,3A,1
2025-08-01,r17_01,2A,1
2025-08-01,r17_01,3B,1
2025-08-01,r17_09,2A,1
2025-08-01,r17_09,2B,3
2025-08-01,r17_10,2A,1
2025-08-01,r17_10,2B,2
2025-08-01,r20_09,1A,2
2025-08-01,r20_09,3B,1
2025-08-01,r20_11,2A,1
2025-08-01,r20_53,1A,1
2025-08-01,r20_53,2B,2
2025-08-01,r20_53,3B,1
2025-08-01,r21_10,1A,2
2025-08-01,r21_10,3B,1
2025-08-01,r22_10,1B,1
2025-08-01,r22_11,3A,1
2025-08-01,r24_12,1B,1
2025-08-01,r24_12,3A,1
2025-08-01,r24_12,3B,1
2025-08-01,r24_13,2A,1
2025-08-02,r12_51,3A,1
2025-08-02,r14_33,1B,1
2025-08-02,r14_33,2A,1
2025-08-02,r14_34,1B,1
2025-08-02,r17_00,2B,2
2025-08-02,r17_09,2A,1
2025-08-02,r17_59,2A,1
2025-08-02,r17_59,3B,1
2025-08-02,r18_46,2B,1
2025-08-02,r21_10,2A,1
2025-08-02,r21_11,2A,1
2025-08-02,r21_53,1A,1
2025-08-02,r21_53,2A,1
2025-08-02,r21_54,2A,1
2025-08-02,r21_54,2B,2
2025-08-03,r13_33,1B,1
2025-08-03,r13_34,1B,1
2025-08-03,r13_34,3B,1
2025-08-03,r18_07,1A,1
2025-08-03,r18_07,2B,2
2025-08-03,r18_08,3A,1
2025-08-03,r18_08,3B,1
2025-08-03,r20_11,1A,2
2025-08-03,r20_11,1B,1
2025-08-03,r20_11,3A,1
2025-08-03,r20_54,2B,2
2025-08-03,r21_12,3A,1
2025-08-03,r21_12,3B,2
2025-08-03,r21_54,2A,2
2025-08-03,r21_55,2B,1
2025-08-03,r21_56,2A,1
2025-08-03,r24_14,1B,1
2025-08-04,r12_19,3A,1
2025-08-04,r12_51,2A,1
2025-08-04,r12_51,3A,1
2025-08-04,r12_52,1A,1
2025-08-04,r12_52,3B,1
2025-08-04,r13_34,1A,1
2025-08-04,r17_10,2A,1
2025-08-04,r17_10,3A,1
2025-08-04,r17_10,3B,1
2025-08-04,r20_18,1A,1
2025-08-04,r20_18,2B,1
2025-08-04,r21_18,3B,1
2025-08-04,r21_54,1A,1
2025-08-04,r21_55,2A,1
2025-08-04,r21_55,2B,1
2025-08-04,r21_55,3B,1
2025-08-04,r22_12,3A,1
2025-08-04,r22_30,1B,1
2025-08-04,r25_05,1B,1
2025-08-04,r25_05,2A,1
2025-08-04,r25_05,3A,1
2025-08-05,r12_51,1A,1
2025-08-05,r13_33,1A,1
2025-08-05,r13_33,3A,1
2025-08-05,r17_09,1A,1
2025-08-05,r17_09,2A,1
2025-08-05,r17_09,2B,3
2025-08-05,r17_09,3A,1
2025-08-05,r17_14,2B,1
2025-08-05,r21_10,1A,1
2025-08-05,r21_19,1A,1
2025-08-05,r21_19,2A,1
2025-08-05,r21_19,2B,2
2025-08-05,r21_56,2A,1
2025-08-05,r21_56,2B,4
2025-08-05,r21_56,3B,1
2025-08-06,r11_50,3B,1
2025-08-06,r12_51,1B,1
2025-08-06,r12_51,2A,1
2025-08-06,r17_08,2A,1
2025-08-06,r18_08,2B,1
2025-08-06,r18_08,3A,1
2025-08-06,r20_11,3A,1
2025-08-06,r20_52,3A,2
2025-08-06,r21_11,1B,1
2025-08-06,r21_20,1A,2
2025-08-06,r21_20,2B,1
2025-08-06,r21_57,2B,1
2025-08-06,r21_57,3A,1
2025-08-07,r11_50,2A,1
2025-08-07,r12_51,1A,1
2025-08-07,r13_20,3B,1
2025-08-07,r13_40,1A,1
2025-08-07,r13_40,2A,1
2025-08-07,r13_40,2B,1
2025-08-07,r13_40,3B,2
2025-08-07,r14_32,2A,1
2025-08-07,r14_32,3B,1
2025-08-07,r17_12,2B,1
2025-08-07,r17_13,1A,1
2025-08-07,r17_13,2B,2
2025-08-07,r18_07,1A,1
2025-08-07,r18_07,2B,1
2025-08-07,r18_07,3A,2
2025-08-07,r18_07,3B,1
2025-08-07,r18_08,1A,1
2025-08-07,r18_12,2A,2
2025-08-07,r18_12,2B,1
2025-08-07,r18_54,2A,1
2025-08-07,r18_54,2B,2
2025-08-07,r18_54,3B,1
2025-08-07,r20_10,3A,1
2025-08-07,r21_11,1B,1
2025-08-07,r21_20,1A,1
2025-08-07,r21_20,3B,1
